,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1224,No,Travel_Rarely,390,Research & Development,1,1718,62,1,1,Laboratory Technician,3,2305,6217,No,15,3,80,3,3,3,2,0,2
1225,No,Travel_Rarely,1005,Research & Development,1,1719,48,2,4,Research Director,2,16704,17119,No,11,3,80,0,2,21,6,8,6
1226,No,Travel_Frequently,585,Research & Development,1,1720,56,3,1,Research Scientist,3,3433,17360,No,13,3,80,1,3,5,2,1,3
1227,No,Travel_Rarely,741,Research & Development,1,1721,69,3,1,Laboratory Technician,3,3477,18103,No,14,3,80,1,2,5,2,0,3
1228,No,Non-Travel,552,Human Resources,1,1722,60,1,2,Human Resources,2,6430,20794,No,19,3,80,1,4,3,2,1,2
1229,No,Travel_Rarely,369,Research & Development,1,1724,92,3,2,Manufacturing Director,1,6516,5041,Yes,16,3,80,1,3,1,0,0,0
1230,No,Travel_Rarely,506,Research & Development,1,1725,91,3,1,Laboratory Technician,1,3907,3622,No,13,3,80,3,2,6,2,1,2
1231,No,Travel_Rarely,717,Research & Development,1,1727,34,3,2,Healthcare Representative,2,5562,9697,No,14,3,80,0,3,10,7,0,9
1232,No,Travel_Rarely,1370,Research & Development,1,1728,49,3,2,Manufacturing Director,3,6883,5151,No,16,3,80,1,3,7,7,0,7
1233,No,Travel_Rarely,793,Research & Development,1,1729,33,3,1,Research Scientist,4,2862,3811,No,12,3,80,1,2,10,0,0,8
1234,No,Non-Travel,543,Sales,1,1731,87,3,2,Sales Executive,2,4978,3536,No,11,3,80,1,3,1,0,0,0
1235,No,Travel_Rarely,1277,Sales,1,1732,74,3,3,Sales Executive,4,10368,5596,Yes,12,3,80,1,5,10,6,0,3
1236,Yes,Travel_Rarely,1456,Sales,1,1733,96,2,2,Sales Executive,1,6134,8658,Yes,13,3,80,3,3,2,2,2,2
1237,Yes,Travel_Rarely,964,Sales,1,1734,34,1,2,Sales Executive,2,6735,12147,No,15,3,80,0,2,0,0,0,0
1238,No,Travel_Rarely,160,Research & Development,1,1735,51,3,1,Laboratory Technician,2,3295,12862,No,13,3,80,0,3,3,2,1,2
1239,No,Travel_Frequently,163,Research & Development,1,1736,30,3,2,Manufacturing Director,4,5238,6670,No,20,4,80,0,3,5,4,1,4
1240,No,Non-Travel,792,Research & Development,1,1737,77,3,2,Laboratory Technician,4,6472,8989,Yes,15,3,80,1,2,9,8,5,8
1241,No,Travel_Rarely,371,Sales,1,1739,80,1,3,Sales Executive,3,9610,3840,No,13,3,80,1,2,4,3,0,2
1242,No,Travel_Rarely,611,Sales,1,1740,88,3,5,Manager,2,19833,4349,No,14,3,80,0,3,21,8,12,8
1243,No,Travel_Rarely,176,Human Resources,1,1744,56,1,3,Human Resources,3,9756,6595,No,21,4,80,2,2,5,0,0,3
1244,No,Travel_Frequently,1312,Research & Development,1,1745,78,2,1,Research Scientist,1,4968,26427,No,16,3,80,0,2,9,7,0,7
1245,No,Travel_Frequently,897,Human Resources,1,1746,59,3,1,Human Resources,4,2145,2097,No,14,3,80,1,2,2,2,2,1
1246,Yes,Travel_Frequently,600,Human Resources,1,1747,66,2,1,Human Resources,4,2180,9732,No,11,3,80,1,0,4,2,1,2
1247,No,Travel_Rarely,1003,Sales,1,1749,51,3,2,Sales Executive,3,8346,20943,No,19,3,80,1,3,5,2,0,2
1248,No,Travel_Rarely,1054,Research & Development,1,1751,67,3,1,Research Scientist,4,3445,6152,No,11,3,80,0,5,6,2,1,4
1249,Yes,Travel_Rarely,428,Sales,1,1752,52,1,1,Sales Representative,2,2760,14630,No,13,3,80,0,3,2,2,2,2
1250,No,Travel_Frequently,461,Research & Development,1,1753,70,4,2,Healthcare Representative,3,6294,23060,Yes,12,3,80,0,5,3,2,0,2
1251,No,Travel_Rarely,979,Sales,1,1754,94,2,3,Sales Executive,1,7140,3088,No,11,3,80,1,2,7,7,1,7
1252,No,Travel_Rarely,181,Research & Development,1,1755,97,4,1,Research Scientist,4,2932,5586,Yes,14,3,80,3,3,5,0,1,2
1253,No,Non-Travel,1283,Sales,1,1756,62,3,2,Sales Executive,2,5147,10697,No,15,3,80,0,2,11,7,1,7
1254,No,Travel_Rarely,1313,Sales,1,1757,80,3,2,Sales Executive,4,4507,8191,No,12,3,80,0,1,5,1,0,4
1255,Yes,Travel_Rarely,211,Sales,1,1758,74,3,3,Sales Executive,1,8564,10092,Yes,20,4,80,0,2,0,0,0,0
1256,No,Travel_Frequently,594,Research & Development,1,1760,75,2,1,Laboratory Technician,2,2468,15963,No,14,3,80,1,4,6,1,0,5
1257,Yes,Travel_Rarely,1079,Sales,1,1761,70,3,3,Sales Executive,3,8161,19002,No,13,3,80,3,2,1,0,0,0
1258,No,Travel_Rarely,590,Research & Development,1,1762,91,2,1,Research Scientist,1,2109,10007,No,13,3,80,1,2,1,0,0,0
1259,No,Travel_Rarely,305,Research & Development,1,1763,58,4,2,Healthcare Representative,3,5294,9128,No,16,3,80,1,3,7,0,1,7
1260,No,Non-Travel,953,Research & Development,1,1764,65,3,1,Research Scientist,2,2718,17674,No,14,3,80,0,3,7,7,0,7
1261,No,Travel_Rarely,833,Research & Development,1,1766,60,1,2,Healthcare Representative,4,5811,24539,Yes,16,3,80,1,2,1,0,1,0
1262,Yes,Travel_Frequently,807,Research & Development,1,1767,38,2,1,Research Scientist,3,2437,15587,Yes,16,3,80,1,4,1,0,0,0
1263,No,Travel_Rarely,855,Research & Development,1,1768,57,3,1,Laboratory Technician,2,2766,8952,No,22,4,80,3,6,5,3,0,4
1264,No,Travel_Rarely,478,Research & Development,1,1770,60,2,5,Research Director,1,19038,19805,No,12,3,80,3,2,1,0,0,0
1265,No,Non-Travel,775,Research & Development,1,1771,90,3,2,Research Scientist,2,3055,6194,No,15,3,80,2,2,9,8,1,7
1266,No,Travel_Rarely,548,Research & Development,1,1772,94,3,1,Laboratory Technician,1,2289,20520,No,20,4,80,2,2,5,3,0,4
1267,No,Non-Travel,1375,Sales,1,1774,87,3,2,Sales Executive,3,4001,12313,Yes,14,3,80,1,3,15,14,0,7
1268,No,Non-Travel,661,Research & Development,1,1775,60,2,4,Manufacturing Director,3,12965,22308,Yes,20,4,80,3,2,3,2,0,2
1269,No,Travel_Rarely,244,Human Resources,1,1778,97,3,1,Human Resources,4,3539,5033,No,13,3,80,0,5,9,7,1,8
1270,No,Travel_Rarely,511,Sales,1,1779,32,1,2,Sales Executive,4,6029,25353,No,12,3,80,0,3,2,2,2,2
1271,Yes,Travel_Rarely,337,Sales,1,1780,31,3,1,Sales Representative,2,2679,4567,No,13,3,80,0,3,1,0,1,0
1272,No,Travel_Rarely,1153,Research & Development,1,1782,40,2,1,Laboratory Technician,3,3702,16376,No,11,3,80,1,3,5,4,0,4
1273,Yes,Travel_Rarely,1294,Research & Development,1,1783,79,3,1,Laboratory Technician,1,2398,15999,Yes,17,3,80,0,6,1,0,0,0
1274,No,Travel_Rarely,196,Sales,1,1784,91,2,2,Sales Executive,4,5468,13402,No,14,3,80,2,3,12,7,5,7
1275,No,Travel_Rarely,942,Research & Development,1,1786,53,3,3,Manager,3,13116,22984,No,11,3,80,0,2,2,2,2,2
1276,No,Travel_Rarely,589,Sales,1,1787,46,2,2,Sales Executive,2,4189,8800,No,14,3,80,2,2,5,2,0,3
1277,No,Travel_Rarely,734,Research & Development,1,1789,46,3,5,Research Director,4,19328,14218,Yes,17,3,80,1,3,2,1,2,2
1278,No,Travel_Rarely,1383,Research & Development,1,1790,90,3,3,Healthcare Representative,1,8321,25949,Yes,13,3,80,1,1,12,8,5,7
1279,Yes,Travel_Frequently,429,Research & Development,1,1792,99,3,1,Research Scientist,2,2342,11092,Yes,12,3,80,3,2,5,3,2,3
1280,No,Travel_Rarely,1239,Human Resources,1,1794,89,3,2,Human Resources,2,4071,12832,No,13,3,80,0,4,10,0,4,7
1281,Yes,Travel_Rarely,303,Sales,1,1797,84,3,2,Sales Executive,4,5813,13492,Yes,18,3,80,0,2,10,7,7,7
1282,No,Travel_Rarely,867,Research & Development,1,1798,90,4,1,Research Scientist,1,3143,6076,No,19,3,80,1,1,10,8,7,6
1283,No,Travel_Rarely,1181,Research & Development,1,1799,82,3,1,Research Scientist,4,2044,5531,No,11,3,80,1,6,5,3,0,3
1284,No,Travel_Rarely,1253,Research & Development,1,1800,65,3,3,Research Director,3,13464,7914,No,21,4,80,0,3,4,3,2,2
1285,No,Non-Travel,849,Sales,1,1801,98,2,2,Sales Executive,2,7991,25166,No,15,3,80,0,3,2,2,2,2
1286,No,Travel_Rarely,616,Research & Development,1,1802,99,3,1,Laboratory Technician,1,3377,25605,No,17,3,80,1,5,4,3,0,2
1287,No,Travel_Rarely,1128,Research & Development,1,1803,95,4,2,Healthcare Representative,1,5538,5696,No,18,3,80,2,2,0,0,0,0
1288,No,Non-Travel,1180,Research & Development,1,1804,90,3,2,Manufacturing Director,4,5762,24442,No,14,3,80,1,6,7,7,1,7
1289,No,Non-Travel,1336,Human Resources,1,1805,100,3,1,Human Resources,2,2592,7129,No,13,3,80,3,3,11,10,3,8
1290,Yes,Travel_Frequently,234,Research & Development,1,1807,93,3,2,Laboratory Technician,1,5346,6208,No,17,3,80,1,3,7,1,0,7
1291,Yes,Travel_Rarely,370,Research & Development,1,1809,58,3,2,Manufacturing Director,1,4213,4992,No,15,3,80,0,4,10,3,0,8
1292,No,Travel_Frequently,766,Sales,1,1812,83,3,2,Sales Executive,4,4127,19188,No,18,3,80,1,6,2,1,2,2
1293,No,Non-Travel,343,Research & Development,1,1813,52,3,1,Research Scientist,3,2438,24978,No,13,3,80,0,2,3,2,1,2
1294,No,Travel_Rarely,447,Research & Development,1,1814,85,4,2,Healthcare Representative,2,6870,15530,No,12,3,80,0,3,3,2,1,2
1295,No,Travel_Rarely,796,Sales,1,1815,81,3,3,Sales Executive,3,10447,26458,Yes,13,3,80,1,3,22,14,13,5
1296,No,Travel_Rarely,1092,Research & Development,1,1816,64,3,3,Manufacturing Director,3,9667,2739,No,14,3,80,0,3,7,7,0,2
1297,Yes,Travel_Rarely,920,Human Resources,1,1818,69,3,1,Human Resources,2,2148,6889,Yes,11,3,80,0,3,5,1,1,4
1298,Yes,Travel_Rarely,261,Research & Development,1,1821,66,3,2,Healthcare Representative,2,8926,10842,No,22,4,80,1,2,9,7,3,7
1299,No,Travel_Rarely,1194,Research & Development,1,1822,52,3,2,Healthcare Representative,4,6513,9060,No,17,3,80,1,3,5,3,0,3
1300,No,Travel_Rarely,810,Sales,1,1823,92,4,2,Sales Executive,3,6799,22128,No,21,4,80,2,5,10,8,4,8
1301,No,Non-Travel,350,Sales,1,1824,52,3,4,Manager,2,16291,22577,No,22,4,80,1,0,16,9,14,14
1302,No,Travel_Rarely,185,Research & Development,1,1826,91,1,1,Laboratory Technician,3,2705,9696,No,16,3,80,1,2,5,4,0,3
1303,No,Travel_Rarely,1001,Research & Development,1,1827,92,2,3,Manufacturing Director,2,10333,19271,Yes,12,3,80,1,4,22,11,14,10
1304,No,Travel_Rarely,750,Research & Development,1,1829,47,3,2,Healthcare Representative,1,4448,10748,No,12,3,80,1,3,7,4,7,7
1305,No,Travel_Rarely,431,Research & Development,1,1830,68,3,2,Research Scientist,4,6854,15696,No,15,3,80,1,2,7,1,1,7
1306,No,Travel_Frequently,1125,Sales,1,1833,68,3,3,Sales Executive,1,9637,8277,No,14,3,80,2,3,3,2,2,2
1307,No,Travel_Rarely,1217,Research & Development,1,1834,67,3,1,Research Scientist,1,3591,12719,No,25,4,80,1,3,3,2,1,2
1308,No,Travel_Rarely,723,Sales,1,1835,77,1,2,Sales Representative,4,5405,4244,Yes,20,4,80,2,4,4,2,0,3
1309,No,Travel_Rarely,572,Sales,1,1836,46,3,2,Sales Executive,4,4684,9125,No,13,3,80,0,4,5,3,1,2
1310,No,Travel_Frequently,1216,Research & Development,1,1837,87,3,4,Research Director,3,15787,21624,Yes,14,3,80,0,3,2,2,2,2
1311,No,Non-Travel,1431,Research & Development,1,1839,33,3,1,Research Scientist,3,1514,8018,No,16,3,80,0,4,0,0,0,0
1312,Yes,Travel_Rarely,359,Human Resources,1,1842,89,4,1,Human Resources,1,2956,21495,No,17,3,80,0,4,1,0,0,0
1313,Yes,Travel_Rarely,350,Human Resources,1,1844,56,2,1,Human Resources,1,2335,3157,Yes,15,3,80,3,3,2,2,2,0
1314,No,Non-Travel,589,Sales,1,1845,67,3,2,Sales Executive,3,5154,19665,No,22,4,80,2,3,8,7,5,7
1315,No,Travel_Rarely,430,Research & Development,1,1847,73,3,2,Research Scientist,2,6962,19573,Yes,22,4,80,1,2,1,0,0,0
1316,No,Travel_Frequently,1422,Sales,1,1849,92,3,2,Sales Executive,4,5675,19246,No,20,4,80,1,5,7,7,7,7
1317,No,Travel_Frequently,1297,Research & Development,1,1850,53,3,1,Laboratory Technician,4,2379,19826,Yes,14,3,80,0,3,5,4,0,2
1318,No,Travel_Frequently,574,Research & Development,1,1852,40,3,1,Laboratory Technician,4,3812,7003,No,13,3,80,0,3,11,8,3,10
1319,No,Travel_Frequently,1318,Sales,1,1853,79,3,2,Sales Executive,4,4648,26075,No,13,3,80,0,2,0,0,0,0
1320,No,Non-Travel,355,Research & Development,1,1854,38,3,1,Research Scientist,3,2936,6161,No,22,4,80,2,1,6,3,3,3
1321,No,Travel_Rarely,207,Research & Development,1,1856,64,3,1,Laboratory Technician,3,2105,5411,No,12,3,80,0,2,2,2,2,0
1322,No,Travel_Rarely,706,Research & Development,1,1857,82,3,3,Manufacturing Director,4,8578,19989,No,14,3,80,1,4,9,8,4,7
1323,No,Non-Travel,280,Human Resources,1,1858,43,3,1,Human Resources,4,2706,10494,No,15,3,80,1,2,3,2,2,2
1324,No,Travel_Rarely,726,Research & Development,1,1859,93,1,2,Healthcare Representative,3,6384,21143,No,17,3,80,2,3,7,0,1,6
1325,No,Travel_Rarely,1142,Research & Development,1,1860,81,3,1,Laboratory Technician,3,3968,13624,No,13,3,80,0,3,0,0,0,0
1326,Yes,Travel_Rarely,414,Sales,1,1862,82,2,2,Sales Executive,2,9907,26186,Yes,12,3,80,0,3,2,2,2,2
1327,No,Travel_Rarely,1319,Sales,1,1863,45,4,4,Sales Executive,1,13225,7739,No,12,3,80,1,5,19,17,2,8
1328,No,Travel_Rarely,728,Sales,1,1864,36,2,2,Sales Representative,3,3540,7018,No,21,4,80,1,5,9,8,5,8
1329,No,Travel_Rarely,352,Human Resources,1,1865,87,2,1,Human Resources,2,2804,15434,No,11,3,80,0,3,1,0,0,0
1330,No,Travel_Rarely,823,Research & Development,1,1866,81,2,5,Manager,3,19392,22539,No,13,3,80,0,2,16,12,6,14
1331,No,Travel_Rarely,1224,Research & Development,1,1867,91,2,5,Research Director,2,19665,13583,No,12,3,80,0,3,22,10,12,9
1332,Yes,Travel_Frequently,459,Research & Development,1,1868,73,2,1,Research Scientist,4,2439,14753,Yes,24,4,80,0,3,1,0,1,0
1333,Yes,Travel_Rarely,1254,Sales,1,1869,64,3,3,Sales Executive,2,7314,14011,No,21,4,80,3,2,8,7,0,7
1334,No,Travel_Frequently,1131,Research & Development,1,1870,77,2,1,Research Scientist,1,4774,23844,No,19,3,80,1,2,7,6,7,3
1335,No,Travel_Rarely,835,Research & Development,1,1871,41,3,2,Research Scientist,4,3902,5141,No,14,3,80,3,2,2,2,2,2
1336,No,Travel_Rarely,836,Research & Development,1,1873,98,2,1,Research Scientist,4,2662,7975,No,20,4,80,1,2,5,2,0,4
1337,No,Travel_Rarely,1172,Sales,1,1875,78,3,1,Sales Representative,2,2856,3692,No,19,3,80,1,3,1,0,0,0
1338,Yes,Travel_Rarely,945,Sales,1,1876,89,3,1,Sales Representative,4,1081,16019,No,13,3,80,0,3,1,0,0,0
1339,Yes,Travel_Rarely,391,Research & Development,1,1878,75,3,1,Research Scientist,2,2472,26092,Yes,23,4,80,0,2,1,0,0,0
1340,No,Travel_Rarely,1266,Sales,1,1880,63,2,2,Sales Executive,3,5673,6060,Yes,13,3,80,1,4,10,9,1,7
1341,No,Travel_Rarely,311,Research & Development,1,1881,89,3,2,Laboratory Technician,3,4197,18624,No,11,3,80,1,2,10,8,0,2
1342,No,Travel_Rarely,1480,Sales,1,1882,64,3,3,Sales Executive,4,9713,24444,Yes,13,3,80,3,3,5,3,1,0
1343,No,Travel_Rarely,592,Research & Development,1,1883,59,3,1,Laboratory Technician,1,2062,19384,No,14,3,80,0,2,3,2,1,2
1344,No,Travel_Rarely,783,Research & Development,1,1885,78,3,2,Research Scientist,1,4284,13588,Yes,22,4,80,1,2,5,3,0,4
1345,No,Travel_Rarely,219,Research & Development,1,1886,44,2,2,Manufacturing Director,2,4788,25388,Yes,11,3,80,0,2,3,2,0,2
1346,No,Travel_Rarely,556,Research & Development,1,1888,93,2,2,Manufacturing Director,4,5906,23888,No,13,3,80,2,2,9,8,3,8
1347,No,Travel_Frequently,1213,Human Resources,1,1890,94,2,2,Human Resources,4,3886,4223,No,21,4,80,0,2,10,1,0,8
1348,No,Travel_Rarely,1137,Research & Development,1,1892,98,3,4,Manager,1,16823,18991,No,11,3,80,1,3,19,7,11,16
1349,No,Travel_Rarely,482,Research & Development,1,1893,90,2,1,Research Scientist,3,2933,14908,Yes,13,3,80,1,3,1,0,1,0
1350,No,Travel_Rarely,511,Sales,1,1898,89,4,2,Sales Executive,3,6500,26997,No,14,3,80,0,5,8,7,0,7
1351,No,Travel_Frequently,117,Research & Development,1,1900,58,3,4,Manager,4,17174,2437,No,11,3,80,1,3,22,17,4,7
1352,No,Travel_Rarely,170,Research & Development,1,1903,78,4,2,Healthcare Representative,1,5033,9364,No,15,3,80,1,5,2,0,2,2
1353,Yes,Non-Travel,967,Research & Development,1,1905,85,1,1,Research Scientist,1,2307,14460,Yes,23,4,80,1,2,5,2,3,0
1354,Yes,Travel_Rarely,1162,Research & Development,1,1907,97,3,1,Laboratory Technician,4,2587,10261,No,16,3,80,0,3,4,2,1,0
1355,No,Travel_Rarely,335,Sales,1,1908,33,2,2,Sales Executive,2,5507,16822,No,16,3,80,2,1,4,2,1,3
1356,No,Travel_Rarely,337,Sales,1,1909,54,3,2,Sales Executive,2,4393,26841,No,21,4,80,1,3,5,4,1,4
1357,No,Travel_Rarely,1396,Research & Development,1,1911,83,3,3,Research Director,1,13348,14842,No,13,3,80,1,3,13,7,5,7
1358,No,Travel_Rarely,1079,Sales,1,1912,86,3,2,Sales Executive,4,6583,20115,Yes,11,3,80,1,2,5,2,1,4
1359,No,Travel_Rarely,735,Sales,1,1915,75,2,2,Sales Executive,4,8103,16495,Yes,12,3,80,0,3,4,2,0,1
1360,No,Travel_Rarely,471,Research & Development,1,1916,62,4,1,Laboratory Technician,3,3978,16031,No,12,3,80,1,0,2,2,2,2
1361,No,Travel_Frequently,1096,Research & Development,1,1918,61,4,1,Laboratory Technician,4,2544,7102,No,18,3,80,1,3,7,7,7,7
1362,No,Travel_Frequently,1297,Research & Development,1,1922,44,3,2,Healthcare Representative,3,5399,14511,No,12,3,80,0,3,4,2,0,3
1363,No,Travel_Rarely,217,Sales,1,1924,43,3,2,Sales Executive,3,5487,10410,No,14,3,80,0,2,10,4,0,9
1364,No,Travel_Frequently,783,Sales,1,1927,42,2,2,Sales Executive,4,6834,19255,Yes,12,3,80,1,2,7,7,0,7
1365,Yes,Travel_Frequently,746,Sales,1,1928,45,4,1,Sales Representative,1,1091,10642,No,17,3,80,0,3,1,0,0,0
1366,No,Non-Travel,1251,Sales,1,1929,32,1,2,Sales Executive,3,5736,3987,No,19,3,80,1,1,3,2,1,2
1367,No,Travel_Rarely,1354,Research & Development,1,1931,41,3,1,Research Scientist,2,2226,6073,No,11,3,80,1,3,5,3,1,2
1368,No,Travel_Frequently,735,Research & Development,1,1932,86,2,2,Research Scientist,4,5747,26496,Yes,15,3,80,0,3,15,10,6,11
1369,Yes,Travel_Rarely,1475,Sales,1,1933,84,3,2,Sales Executive,3,9854,23352,Yes,11,3,80,0,0,2,0,2,2
1370,No,Non-Travel,1169,Research & Development,1,1934,64,3,2,Research Scientist,2,5467,2125,No,18,3,80,1,4,8,7,1,7
1371,No,Travel_Rarely,1443,Sales,1,1935,89,2,2,Sales Executive,1,5380,20328,No,16,3,80,1,3,0,0,0,0
1372,No,Travel_Rarely,867,Research & Development,1,1936,87,3,2,Manufacturing Director,1,5151,12315,No,25,4,80,1,3,10,0,7,9
1373,No,Travel_Frequently,1394,Research & Development,1,1937,58,2,2,Research Scientist,2,2133,18115,Yes,16,3,80,1,3,20,11,0,7
1374,No,Travel_Rarely,605,Sales,1,1938,72,3,4,Manager,4,17875,11761,Yes,13,3,80,1,2,1,0,0,0
1375,Yes,Travel_Frequently,238,Research & Development,1,1939,47,4,1,Research Scientist,3,2432,15318,Yes,14,3,80,0,2,4,1,0,3
1376,No,Travel_Rarely,1206,Research & Development,1,1940,71,3,1,Research Scientist,4,4771,14293,No,19,3,80,2,0,5,2,0,3
1377,No,Travel_Frequently,1064,Research & Development,1,1941,42,3,5,Research Director,4,19161,13738,No,15,3,80,0,3,5,4,4,3
1378,No,Travel_Rarely,419,Sales,1,1943,77,3,2,Sales Executive,4,5087,2900,Yes,12,3,80,2,4,0,0,0,0
1379,Yes,Travel_Frequently,1337,Human Resources,1,1944,58,2,1,Human Resources,2,2863,19555,No,12,3,80,0,2,1,0,0,0
1380,No,Travel_Rarely,682,Sales,1,1945,71,3,2,Sales Executive,1,5561,15975,No,16,3,80,1,2,5,3,0,4
1381,No,Non-Travel,1103,Research & Development,1,1947,49,3,1,Research Scientist,3,2144,2122,No,14,3,80,0,3,5,3,1,4
1382,No,Non-Travel,976,Research & Development,1,1948,48,3,1,Research Scientist,1,3065,3995,Yes,13,3,80,1,3,4,2,2,3
1383,No,Non-Travel,1351,Research & Development,1,1949,66,4,1,Laboratory Technician,2,2810,9238,No,22,4,80,0,3,5,4,0,2
1384,No,Travel_Rarely,937,Sales,1,1950,32,3,3,Sales Executive,4,9888,6770,No,21,4,80,0,3,14,8,2,1
1385,No,Travel_Rarely,1239,Sales,1,1951,39,3,3,Sales Executive,3,8628,22914,No,18,3,80,1,2,8,7,1,1
1386,No,Travel_Rarely,157,Research & Development,1,1952,95,3,1,Laboratory Technician,1,2867,20006,No,13,3,80,0,6,7,7,7,6
1387,No,Travel_Rarely,136,Research & Development,1,1954,89,3,2,Healthcare Representative,1,5373,6225,No,12,3,80,1,5,5,3,0,2
1388,No,Non-Travel,1146,Research & Development,1,1955,34,3,2,Healthcare Representative,4,6667,16542,No,18,3,80,1,6,5,1,1,2
1389,No,Travel_Frequently,1125,Research & Development,1,1956,48,1,2,Research Scientist,1,5003,5771,No,21,4,80,0,6,10,8,8,7
1390,Yes,Travel_Rarely,1404,Research & Development,1,1960,32,2,1,Laboratory Technician,4,2367,18779,No,12,3,80,1,2,4,1,0,3
1391,No,Travel_Rarely,1404,Sales,1,1961,59,2,1,Sales Representative,1,2858,11473,No,14,3,80,0,3,1,0,0,0
1392,No,Travel_Rarely,1224,Sales,1,1962,55,3,2,Sales Executive,4,5204,13586,Yes,11,3,80,0,2,10,8,0,9
1393,No,Travel_Rarely,954,Sales,1,1965,44,3,2,Sales Executive,4,4105,5099,No,14,3,80,0,5,7,7,0,7
1394,No,Travel_Rarely,1373,Research & Development,1,1966,56,2,2,Manufacturing Director,4,9679,10138,No,24,4,80,0,1,1,0,0,0
1395,Yes,Travel_Frequently,754,Sales,1,1967,63,3,2,Sales Executive,4,5617,21075,Yes,11,3,80,0,4,10,7,0,8
1396,Yes,Travel_Rarely,1168,Sales,1,1968,66,3,3,Sales Executive,1,10448,5843,Yes,13,3,80,0,2,2,2,2,2
1397,No,Travel_Rarely,155,Research & Development,1,1969,67,3,2,Research Scientist,3,2897,22474,No,11,3,80,2,6,4,3,2,3
1398,No,Travel_Frequently,1303,Research & Development,1,1970,36,3,2,Healthcare Representative,3,5968,18079,No,20,4,80,3,2,9,7,2,8
1399,No,Travel_Rarely,574,Research & Development,1,1971,30,3,3,Healthcare Representative,3,7510,16873,No,17,3,80,1,1,10,9,0,9
1400,No,Travel_Frequently,1444,Human Resources,1,1972,88,3,1,Human Resources,2,2991,5224,Yes,11,3,80,1,2,6,2,1,2
1401,No,Travel_Rarely,189,Human Resources,1,1973,71,4,5,Manager,2,19636,25811,Yes,18,3,80,1,0,10,9,1,4
1402,No,Travel_Rarely,1276,Research & Development,1,1974,59,1,1,Laboratory Technician,4,1129,17536,Yes,11,3,80,3,4,1,0,0,0
1403,No,Travel_Rarely,119,Sales,1,1975,77,3,4,Sales Executive,1,13341,25098,No,12,3,80,0,3,20,8,11,10
1404,No,Non-Travel,335,Research & Development,1,1976,37,2,2,Research Scientist,3,4332,14811,No,12,3,80,0,2,20,9,3,7
1405,No,Non-Travel,697,Research & Development,1,1979,40,3,3,Research Director,3,11031,26862,No,20,4,80,1,2,11,7,4,8
1406,No,Travel_Rarely,157,Research & Development,1,1980,77,3,2,Manufacturing Director,1,4440,25198,Yes,19,3,80,0,3,5,2,1,4
1407,No,Travel_Rarely,771,Research & Development,1,1981,45,2,2,Healthcare Representative,3,4617,14120,No,12,3,80,0,2,4,3,1,2
1408,No,Travel_Rarely,571,Research & Development,1,1982,78,3,1,Laboratory Technician,4,2647,13672,No,13,3,80,0,6,5,2,1,4
1409,No,Travel_Frequently,692,Research & Development,1,1985,73,3,2,Laboratory Technician,3,6323,26849,No,11,3,80,1,2,10,9,9,4
1410,No,Travel_Rarely,444,Sales,1,1986,92,3,2,Sales Executive,2,5677,4258,No,14,3,80,1,4,11,8,5,10
1411,No,Travel_Rarely,309,Human Resources,1,1987,82,3,1,Human Resources,2,2187,19655,No,14,3,80,0,3,2,0,1,2
1412,No,Travel_Rarely,911,Research & Development,1,1989,76,3,1,Laboratory Technician,2,3748,4077,No,13,3,80,0,6,12,8,1,7
1413,No,Travel_Rarely,977,Research & Development,1,1992,57,3,1,Laboratory Technician,3,3977,7298,Yes,19,3,80,1,2,2,2,0,2
1414,No,Travel_Rarely,1180,Research & Development,1,1993,84,3,3,Healthcare Representative,3,8633,13084,No,23,4,80,0,3,17,14,12,11
1415,No,Non-Travel,1313,Research & Development,1,1994,59,2,1,Laboratory Technician,3,2008,20439,No,12,3,80,3,2,1,1,0,0
1416,No,Travel_Rarely,1321,Sales,1,1995,86,3,2,Sales Executive,2,4440,7636,No,15,3,80,2,3,15,13,5,8
1417,No,Travel_Rarely,1154,Sales,1,1996,54,3,1,Sales Representative,3,3067,6393,No,19,3,80,1,1,2,2,1,2
1418,No,Travel_Frequently,508,Research & Development,1,1997,72,2,2,Manufacturing Director,3,5321,14284,No,11,3,80,1,1,8,3,7,7
1419,No,Travel_Rarely,557,Research & Development,1,1998,35,3,2,Research Scientist,1,5410,11189,Yes,17,3,80,1,3,4,3,1,2
1420,No,Travel_Rarely,642,Research & Development,1,1999,76,3,1,Research Scientist,4,2782,21412,No,22,4,80,1,3,5,3,1,0
1421,No,Non-Travel,1162,Research & Development,1,2000,98,3,3,Research Director,2,11957,17231,No,18,3,80,2,3,13,8,5,12
1422,No,Travel_Rarely,1490,Research & Development,1,2003,43,3,1,Laboratory Technician,3,2660,20232,Yes,11,3,80,1,3,2,2,2,2
1423,No,Travel_Rarely,581,Research & Development,1,2007,63,3,1,Research Scientist,3,3375,17624,No,12,3,80,0,2,3,2,1,2
1424,No,Travel_Rarely,1395,Research & Development,1,2008,48,3,2,Research Scientist,3,5098,18698,No,19,3,80,0,5,10,7,0,8
